line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    1.200000  0.368935  3.829788  7.3805710E-01  2.5590040E-01  9.7849390E-04  1.1874620E-05  2.8232490E-04  2.4507750E-03  9.7097200E-07  5.5284600E-06  8.0438130E-04  6.5060720E-05  0.000E+00  0.0337  3.829788  -30.000  1.972436  7.205807  7.3499417E-01  2.5882058E-01  5.5013309E-06  1.5059903E-06  1.4335580E-03  2.4489531E-03  3.0571929E-06  3.1553017E-07  8.0438130E-04  6.5060720E-05  0.000E+00  8.803E-05  2.348E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.13E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.420     1.12    3.8277    3.8626   -0.0086    0.3761    0.2374    0.4645    0.2441    0.0365    0.9896   -0.0707    0.1313   -0.4089         0   -0.0350
  2  5.450339820174773E+07    1.200000  0.375577  3.830269  7.3805680E-01  2.5590040E-01  9.7849390E-04  1.1874620E-05  2.8232490E-04  2.4507750E-03  9.7097200E-07  5.5284600E-06  8.0438130E-04  6.5060720E-05  0.000E+00  0.0237  3.830269  -30.000  1.977582  7.207093  7.2681087E-01  2.6700434E-01  5.4854077E-06  1.5008915E-06  1.4334209E-03  2.4421790E-03  1.0746767E-05  3.1618650E-09  8.0438130E-04  6.5060720E-05  0.000E+00  1.418E-05  1.100E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.17E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.416     1.12    3.8111    3.8456   -0.0086    0.3742    0.2364    0.4627    0.2430    0.0363    0.9856   -0.0703    0.1308   -0.4073         0   -0.0345
  3  1.077228356513446E+08    1.200000  0.379780  3.830538  7.3805585E-01  2.5590040E-01  9.7849390E-04  1.1874620E-05  2.8232490E-04  2.4507750E-03  9.7097200E-07  5.5284600E-06  8.0438130E-04  6.5060720E-05  0.000E+00  0.0224  3.830538  -30.000  1.982453  7.208591  7.1862756E-01  2.7518815E-01  5.5318621E-06  1.5136168E-06  1.4329776E-03  2.4346944E-03  1.9153679E-05  4.4981858E-09  8.0438130E-04  6.5060720E-05  0.000E+00  1.206E-05  1.141E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  9.59E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.413     1.13    3.8005    3.8348   -0.0086    0.3732    0.2358    0.4617    0.2424    0.0362    0.9832   -0.0700    0.1304   -0.4064         0   -0.0342
  4  1.600029172027049E+08    1.200000  0.383557  3.830789  7.3805414E-01  2.5590040E-01  9.7849390E-04  1.1874638E-05  2.8232490E-04  2.4507750E-03  9.7097200E-07  5.5284600E-06  8.0438130E-04  6.5060720E-05  0.000E+00  0.0211  3.830789  -30.000  1.987329  7.210109  7.1044425E-01  2.8337184E-01  5.5832542E-06  1.5277317E-06  1.4325770E-03  2.4266015E-03  2.8145865E-05  6.7159231E-09  8.0438130E-04  6.5060720E-05  0.000E+00  1.078E-05  1.169E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  8.59E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.410     1.13    3.7911    3.8251   -0.0086    0.3722    0.2353    0.4607    0.2418    0.0361    0.9811   -0.0698    0.1301   -0.4055         0   -0.0340
  5  2.108815171890353E+08    1.200000  0.387085  3.831015  7.3805171E-01  2.5590040E-01  9.7849383E-04  1.1874708E-05  2.8232490E-04  2.4507750E-03  9.7097200E-07  5.5284600E-06  8.0438130E-04  6.5060720E-05  0.000E+00  0.0199  3.831015  -30.000  1.992156  7.211604  7.0226095E-01  2.9155542E-01  5.6290764E-06  1.5402773E-06  1.4322468E-03  2.4176298E-03  3.7994055E-05  9.1653501E-09  8.0438130E-04  6.5060720E-05  0.000E+00  9.971E-06  1.184E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.97E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.407     1.13    3.7823    3.8160   -0.0086    0.3713    0.2348    0.4598    0.2413    0.0360    0.9792   -0.0696    0.1299   -0.4047         0   -0.0338
  6  2.612184511269503E+08    1.200000  0.390546  3.831236  7.3804842E-01  2.5590040E-01  9.7849363E-04  1.1874892E-05  2.8232490E-04  2.4507750E-03  9.7097200E-07  5.5284600E-06  8.0438130E-04  6.5060720E-05  0.000E+00  0.0187  3.831236  -30.000  1.997015  7.213093  6.9407764E-01  2.9973899E-01  5.6815710E-06  1.5547325E-06  1.4320007E-03  2.4081146E-03  4.8308317E-05  1.1759169E-08  8.0438130E-04  6.5060720E-05  0.000E+00  9.344E-06  1.190E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.49E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.405     1.14    3.7736    3.8072   -0.0086    0.3704    0.2344    0.4590    0.2407    0.0359    0.9773   -0.0694    0.1296   -0.4039         0   -0.0335
  7  3.106591172251773E+08    1.200000  0.393895  3.831452  7.3804432E-01  2.5590040E-01  9.7849327E-04  1.1875312E-05  2.8232490E-04  2.4507750E-03  9.7097200E-07  5.5284600E-06  8.0438130E-04  6.5060720E-05  0.000E+00  0.0177  3.831452  -30.000  2.001860  7.214577  6.8589433E-01  3.0792236E-01  5.7252770E-06  1.5667645E-06  1.4318813E-03  2.3977795E-03  5.9353701E-05  1.4551234E-08  8.0438130E-04  6.5060720E-05  0.000E+00  8.861E-06  1.192E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.14E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.402     1.14    3.7653    3.7986   -0.0086    0.3696    0.2339    0.4581    0.2402    0.0358    0.9754   -0.0692    0.1293   -0.4032         0   -0.0333
  8  3.597859691280823E+08    1.200000  0.397232  3.831656  7.3803936E-01  2.5590047E-01  9.7849247E-04  1.1876133E-05  2.8232497E-04  2.4507750E-03  9.7097200E-07  5.5284600E-06  8.0438130E-04  6.5060720E-05  0.000E+00  0.0167  3.831656  -30.000  2.006767  7.216064  6.7771103E-01  3.1610591E-01  5.7809109E-06  1.5820400E-06  1.4318830E-03  2.3869011E-03  7.0808857E-05  1.7481134E-08  8.0438130E-04  6.5060720E-05  0.000E+00  8.484E-06  1.191E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.86E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.400     1.14    3.7569    3.7900   -0.0086    0.3688    0.2335    0.4573    0.2397    0.0357    0.9736   -0.0690    0.1291   -0.4025         0   -0.0331
  9  4.079566617720559E+08    1.200000  0.400476  3.831849  7.3803358E-01  2.5590060E-01  9.7849111E-04  1.1877590E-05  2.8232504E-04  2.4507750E-03  9.7097200E-07  5.5284593E-06  8.0438130E-04  6.5060720E-05  0.000E+00  0.0160  3.831849  -30.000  2.011657  7.217546  6.6952772E-01  3.2428922E-01  5.8293582E-06  1.5954148E-06  1.4320622E-03  2.3751235E-03  8.3015090E-05  2.0617884E-08  8.0438130E-04  6.5060720E-05  0.000E+00  8.144E-06  1.187E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.61E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.397     1.15    3.7488    3.7817   -0.0087    0.3680    0.2330    0.4566    0.2393    0.0356    0.9719   -0.0689    0.1289   -0.4018         0   -0.0329
