line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    1.600000  1.003468  3.981337  7.4708570E-01  2.5087260E-01  3.2616462E-04  3.9582051E-06  9.4108290E-05  8.1692501E-04  3.2365732E-07  1.8428201E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.1277  3.981337    0.000  1.992449  7.308909  7.4406771E-01  2.5387012E-01  2.0507249E-06  5.5395801E-07  4.7804174E-04  8.0179692E-04  1.5943826E-05  4.8629872E-09  2.6812711E-04  2.1686908E-05  0.000E+00  2.154E-04  1.122E-04  9.640E-01  1.124E+00  2.26E+02  0.00E+00  1.76E+02  0.329492  0.000105  0.0000000E+00  1.3726934249E-03       4.527     1.14    2.2413    2.4713   -0.0774   -0.0144    0.0126    0.0098    0.0050   -0.0010    0.0332   -0.0174   -0.0473   -0.0083         0   -0.2299
  2  3.018055433345968E+07    1.600000  1.009184  3.983720  7.4707853E-01  2.5087270E-01  3.2616186E-04  3.9611529E-06  9.4108460E-05  8.1692501E-04  3.2365736E-07  1.8428186E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.1173  3.983720    0.000  1.992877  7.309436  7.3574307E-01  2.6219356E-01  2.0570652E-06  5.5721977E-07  4.8632606E-04  7.6048473E-04  4.9756077E-05  1.4218999E-08  2.6812711E-04  2.1686908E-05  0.000E+00  1.180E-04  2.207E-04  9.742E-01  1.083E+00  2.24E+02  0.00E+00  9.79E+01  0.284805  0.000106  0.0000000E+00  1.3726934249E-03       4.528     1.14    2.2270    2.4670   -0.0802   -0.0172    0.0114    0.0061    0.0034   -0.0011    0.0266   -0.0174   -0.0491   -0.0051         0   -0.2400
  3  6.035917015458923E+07    1.600000  1.013124  3.984185  7.4705586E-01  2.5087802E-01  3.2597146E-04  4.1107108E-06  9.4173021E-05  8.1692501E-04  3.2366507E-07  1.8426762E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.1182  3.984185    0.000  1.996735  7.311293  7.2745819E-01  2.7047974E-01  2.1309068E-06  5.7692464E-07  5.0289508E-04  7.2038591E-04  7.2104596E-05  2.0669198E-08  2.6812711E-04  2.1686908E-05  0.000E+00  1.099E-04  2.220E-04  9.766E-01  1.075E+00  2.24E+02  0.00E+00  9.11E+01  0.272180  0.000107  0.0000000E+00  1.3726934249E-03       4.525     1.14    2.2172    2.4592   -0.0808   -0.0177    0.0111    0.0054    0.0031   -0.0012    0.0252   -0.0174   -0.0494   -0.0044         0   -0.2421
  4  8.810022014342698E+07    1.600000  1.017949  3.984725  7.4701367E-01  2.5090050E-01  3.2467975E-04  4.7103520E-06  9.5044432E-05  8.1692491E-04  3.2377749E-07  1.8412740E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.1223  3.984725    0.000  2.000925  7.313302  7.1915444E-01  2.7878627E-01  2.2341114E-06  6.0452148E-07  5.2635709E-04  6.7811844E-04  8.8336829E-05  2.5341010E-08  2.6812711E-04  2.1686908E-05  0.000E+00  1.060E-04  2.181E-04  9.778E-01  1.070E+00  2.24E+02  0.00E+00  8.81E+01  0.265811  0.000109  0.0000000E+00  1.3726934249E-03       4.522     1.15    2.2051    2.4496   -0.0815   -0.0184    0.0108    0.0045    0.0027   -0.0012    0.0237   -0.0174   -0.0499   -0.0037         0   -0.2444
  5  1.184572090876469E+08    1.600000  1.021537  3.984657  7.4695667E-01  2.5093998E-01  3.2209048E-04  5.4904980E-06  9.7238745E-05  8.1692457E-04  3.2421705E-07  1.8373966E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.1240  3.984657    0.000  2.004233  7.315148  7.1082952E-01  2.8711490E-01  2.3441910E-06  6.3396477E-07  5.5344589E-04  6.4006740E-04  9.5675383E-05  2.7397594E-08  2.6812711E-04  2.1686908E-05  0.000E+00  1.031E-04  2.143E-04  9.785E-01  1.068E+00  2.23E+02  0.00E+00  8.60E+01  0.261845  0.000110  0.0000000E+00  1.3726934249E-03       4.518     1.15    2.1962    2.4404   -0.0814   -0.0183    0.0108    0.0046    0.0027   -0.0012    0.0238   -0.0174   -0.0498   -0.0037         0   -0.2442
  6  1.459621389227262E+08    1.600000  1.026260  3.984912  7.4689074E-01  2.5099059E-01  3.1887256E-04  6.2206339E-06  1.0022112E-04  8.1692380E-04  3.2512325E-07  1.8314801E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.1219  3.984912    0.000  2.007786  7.316890  7.0253199E-01  2.9541679E-01  2.4790846E-06  6.7008069E-07  5.8303318E-04  6.0097955E-04  1.0103810E-04  2.8957739E-08  2.6812711E-04  2.1686908E-05  0.000E+00  1.011E-04  2.098E-04  9.790E-01  1.067E+00  2.23E+02  0.00E+00  8.45E+01  0.259313  0.000111  0.0000000E+00  1.3726934249E-03       4.514     1.16    2.1844    2.4298   -0.0818   -0.0187    0.0107    0.0042    0.0025   -0.0012    0.0230   -0.0174   -0.0500   -0.0034         0   -0.2454
  7  1.732113472027009E+08    1.600000  1.030247  3.984903  7.4682017E-01  2.5104770E-01  3.1552254E-04  6.8482360E-06  1.0346768E-04  8.1692259E-04  3.2651008E-07  1.8244956E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.1226  3.984903    0.000  2.011297  7.318607  6.9418234E-01  3.0377109E-01  2.6129281E-06  7.0596395E-07  6.1418351E-04  5.6320390E-04  1.0311141E-04  2.9512612E-08  2.6812711E-04  2.1686908E-05  0.000E+00  9.991E-05  2.068E-04  9.790E-01  1.066E+00  2.22E+02  0.00E+00  8.42E+01  0.259382  0.000112  0.0000000E+00  1.3726934249E-03       4.510     1.16    2.1744    2.4198   -0.0818   -0.0187    0.0107    0.0041    0.0025   -0.0012    0.0230   -0.0174   -0.0500   -0.0033         0   -0.2454
  8  1.993890277567784E+08    1.600000  1.034288  3.984801  7.4675250E-01  2.5110413E-01  3.1249050E-04  7.3442500E-06  1.0648309E-04  8.1692109E-04  3.2820387E-07  1.8176486E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.1195  3.984801    0.000  2.014380  7.320096  6.8580191E-01  3.1215616E-01  2.7247926E-06  7.3416260E-07  6.4527874E-04  5.2688169E-04  1.0374896E-04  2.9499076E-08  2.6812711E-04  2.1686908E-05  0.000E+00  9.876E-05  2.038E-04  9.790E-01  1.066E+00  2.22E+02  0.00E+00  8.34E+01  0.259381  0.000113  0.0000000E+00  1.3726934249E-03       4.506     1.17    2.1643    2.4094   -0.0817   -0.0186    0.0107    0.0042    0.0026   -0.0012    0.0232   -0.0174   -0.0500   -0.0034         0   -0.2451
  9  2.248091871479121E+08    1.600000  1.038453  3.984864  7.4668337E-01  2.5116278E-01  3.0959167E-04  7.7725103E-06  1.0941536E-04  8.1691929E-04  3.3026958E-07  1.8107341E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.1190  3.984864    0.000  2.017866  7.321801  6.7762780E-01  3.2033484E-01  2.8635285E-06  7.7145062E-07  6.7496957E-04  4.9350086E-04  1.0291698E-04  2.9231658E-08  2.6812711E-04  2.1686908E-05  0.000E+00  9.796E-05  2.012E-04  9.789E-01  1.066E+00  2.21E+02  0.00E+00  8.32E+01  0.259891  0.000114  0.0000000E+00  1.3726934249E-03       4.502     1.17    2.1539    2.3993   -0.0818   -0.0187    0.0106    0.0041    0.0025   -0.0012    0.0229   -0.0174   -0.0501   -0.0033         0   -0.2454
 10  2.496875439641680E+08    1.600000  1.041790  3.984616  7.4661395E-01  2.5122261E-01  3.0687142E-04  8.1425704E-06  1.1220111E-04  8.1691716E-04  3.3265964E-07  1.8039732E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.1211  3.984616    0.000  2.020073  7.323220  6.6938491E-01  3.2858239E-01  2.9936395E-06  8.0647414E-07  7.0504174E-04  4.6089837E-04  1.0081041E-04  2.8561020E-08  2.6812711E-04  2.1686908E-05  0.000E+00  9.710E-05  1.983E-04  9.788E-01  1.067E+00  2.21E+02  0.00E+00  8.29E+01  0.260414  0.000115  0.0000000E+00  1.3726934249E-03       4.498     1.18    2.1455    2.3899   -0.0817   -0.0185    0.0108    0.0045    0.0027   -0.0012    0.0236   -0.0174   -0.0499   -0.0036         0   -0.2444
