line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    1.500000  0.888190  3.957710  7.4708570E-01  2.5087260E-01  3.2616460E-04  3.9582050E-06  9.4108290E-05  8.1692500E-04  3.2365730E-07  1.8428200E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.1020  3.957710    0.000  1.997570  7.289190  7.4407550E-01  2.5386110E-01  2.4475960E-06  6.7175380E-07  4.7680580E-04  8.0924390E-04  8.8128320E-06  2.3564590E-09  2.6812710E-04  2.1686910E-05  0.000E+00  1.910E-04  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.50E+02  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.510     1.13    2.5295    2.6713   -0.0564    0.0160    0.0270    0.0534    0.0237    0.0029    0.1113   -0.0178   -0.0268   -0.0462         0   -0.1418
  2  2.987400199999999E+07    1.500000  0.895190  3.961490  7.4707090E-01  2.5087280E-01  3.2615890E-04  3.9642910E-06  9.4108640E-05  8.1692500E-04  3.2365740E-07  1.8428170E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.0925  3.961490    0.000  1.998960  7.290560  7.3577880E-01  2.6215530E-01  2.3951810E-06  6.6102700E-07  4.7743560E-04  7.8572450E-04  3.3119220E-05  8.9952700E-09  2.6812710E-04  2.1686910E-05  0.000E+00  2.865E-05  2.019E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  2.22E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.518     1.12    2.5120    2.6667   -0.0589    0.0106    0.0243    0.0451    0.0202    0.0018    0.0965   -0.0177   -0.0306   -0.0390         0   -0.1546
  3  6.092832799999995E+07    1.500000  0.899100  3.961370  7.4702410E-01  2.5088380E-01  3.2576580E-04  4.2730620E-06  9.4241930E-05  8.1692500E-04  3.2367330E-07  1.8425230E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.0921  3.961370    0.000  2.002920  7.292220  7.2749160E-01  2.7044200E-01  2.4213360E-06  6.6826360E-07  4.8006430E-04  7.6271070E-04  5.4327240E-05  1.4813620E-08  2.6812710E-04  2.1686910E-05  0.000E+00  2.259E-05  1.893E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.77E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.513     1.12    2.5023    2.6565   -0.0588    0.0107    0.0244    0.0453    0.0202    0.0018    0.0969   -0.0177   -0.0306   -0.0391         0   -0.1542
  4  9.280654500000001E+07    1.500000  0.903050  3.961210  7.4693700E-01  2.5093020E-01  3.2309900E-04  5.5110570E-06  9.6041010E-05  8.1692480E-04  3.2390540E-07  1.8396280E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.0919  3.961210    0.000  2.006940  7.293950  7.1921740E-01  2.7871620E-01  2.4597720E-06  6.7891950E-07  4.8476140E-04  7.3971110E-04  7.2987200E-05  1.9954630E-08  2.6812710E-04  2.1686910E-05  0.000E+00  2.023E-05  1.742E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.59E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.509     1.13    2.4924    2.6461   -0.0587    0.0108    0.0244    0.0455    0.0204    0.0019    0.0973   -0.0177   -0.0305   -0.0393         0   -0.1537
  5  1.246847650000000E+08    1.500000  0.907010  3.961110  7.4681930E-01  2.5101170E-01  3.1775330E-04  7.1217150E-06  1.0057130E-04  8.1692410E-04  3.2481290E-07  1.8316230E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.0922  3.961110    0.000  2.010930  7.295690  7.1093440E-01  2.8699950E-01  2.5096540E-06  6.9273540E-07  4.9161260E-04  7.1611750E-04  8.9642730E-05  2.4562370E-08  2.6812710E-04  2.1686910E-05  0.000E+00  1.861E-05  1.619E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.47E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.504     1.13    2.4825    2.6358   -0.0587    0.0109    0.0245    0.0457    0.0204    0.0019    0.0975   -0.0177   -0.0304   -0.0394         0   -0.1534
  6  1.563728449999999E+08    1.500000  0.910980  3.961060  7.4668320E-01  2.5111620E-01  3.1110970E-04  8.6291240E-06  1.0672860E-04  8.1692250E-04  3.2668380E-07  1.8194080E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.0922  3.961060    0.000  2.014870  7.297450  7.0264780E-01  2.9528700E-01  2.5713560E-06  7.0981170E-07  5.0069700E-04  6.9195760E-04  1.0416750E-04  2.8598580E-08  2.6812710E-04  2.1686910E-05  0.000E+00  1.736E-05  1.518E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.38E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.500     1.14    2.4726    2.6258   -0.0587    0.0110    0.0245    0.0457    0.0204    0.0019    0.0976   -0.0177   -0.0304   -0.0395         0   -0.1532
  7  1.878074350000000E+08    1.500000  0.914960  3.961040  7.4653750E-01  2.5123410E-01  3.0419340E-04  9.9248450E-06  1.1343130E-04  8.1692000E-04  3.2954700E-07  1.8049880E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.0918  3.961040    0.000  2.018760  7.299200  6.9435430E-01  3.0358180E-01  2.6452950E-06  7.3026520E-07  5.1206530E-04  6.6728850E-04  1.1643890E-04  3.2026310E-08  2.6812710E-04  2.1686910E-05  0.000E+00  1.636E-05  1.436E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.30E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.496     1.14    2.4626    2.6157   -0.0589    0.0110    0.0245    0.0457    0.0204    0.0019    0.0977   -0.0177   -0.0304   -0.0395         0   -0.1531
  8  2.168675449999999E+08    1.500000  0.918550  3.960930  7.4639790E-01  2.5135060E-01  2.9793360E-04  1.0948880E-05  1.1965680E-04  8.1691690E-04  3.3304390E-07  1.7908520E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.0878  3.960930    0.000  2.022300  7.300740  6.8599290E-01  3.1194480E-01  2.6792280E-06  7.3623510E-07  5.2624940E-04  6.4060530E-04  1.2750700E-04  3.4819340E-08  2.6812710E-04  2.1686910E-05  0.000E+00  1.557E-05  1.376E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.25E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.492     1.15    2.4536    2.6063   -0.0590    0.0111    0.0245    0.0459    0.0205    0.0019    0.0980   -0.0177   -0.0303   -0.0397         0   -0.1527
  9  2.460205850000000E+08    1.500000  0.922310  3.960930  7.4625550E-01  2.5147170E-01  2.9194900E-04  1.1832940E-05  1.2571050E-04  8.1691320E-04  3.3730830E-07  1.7765770E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.0879  3.960930    0.000  2.026080  7.302430  6.7768560E-01  3.2025430E-01  2.7785590E-06  7.6356580E-07  5.4257360E-04  6.1438760E-04  1.3536180E-04  3.7026250E-08  2.6812710E-04  2.1686910E-05  0.000E+00  1.489E-05  1.320E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.20E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.488     1.16    2.4442    2.5968   -0.0592    0.0110    0.0245    0.0459    0.0205    0.0019    0.0980   -0.0177   -0.0303   -0.0396         0   -0.1526
