line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
 11  4.422246653685058E+08    1.200000  0.515594  3.873243  8.1782751E-01  1.8055496E-01  2.3784662E-04  2.9823420E-06  6.8973275E-05  5.9973457E-04  2.3677961E-07  1.3439223E-06  1.9788143E-04  1.5910749E-05  0.000E+00  0.0368  3.873243    0.000  2.048044  7.236073  6.6435917E-01  3.3356895E-01  2.0616742E-06  5.6448165E-07  4.7887458E-04  7.7403502E-04  4.5912298E-05  1.1758032E-08  2.6837752E-04  2.1709790E-05  0.000E+00  9.861E-07  1.264E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.49E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.448     1.08    3.4610    3.5060   -0.0462    0.2152    0.1524    0.3155    0.1602    0.0227    0.6690   -0.0417    0.0811   -0.2763         0   -0.0450
 12  4.819804463766505E+08    1.200000  0.518577  3.873478  8.1831000E-01  1.8008239E-01  2.3587226E-04  2.9900656E-06  6.8388013E-05  5.9376942E-04  2.3468139E-07  1.3332500E-06  1.9561593E-04  1.5755227E-05  0.000E+00  0.0361  3.873478    0.000  2.052746  7.237588  6.5653410E-01  3.4139413E-01  2.0799844E-06  5.6954565E-07  4.7952131E-04  7.6820770E-04  5.1476674E-05  1.3233446E-08  2.6840891E-04  2.1712664E-05  0.000E+00  9.620E-07  1.250E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.33E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.445     1.09    3.4536    3.4984   -0.0459    0.2144    0.1519    0.3145    0.1597    0.0227    0.6669   -0.0416    0.0808   -0.2754         0   -0.0449
 13  5.218727349225419E+08    1.200000  0.521631  3.873725  8.1851961E-01  1.7987786E-01  2.3470617E-04  3.0086611E-06  6.8068145E-05  5.9017006E-04  2.3345370E-07  1.3271320E-06  1.9419890E-04  1.5661932E-05  0.000E+00  0.0343  3.873725    0.000  2.057684  7.239096  6.4856646E-01  3.4936198E-01  2.1009167E-06  5.7533507E-07  4.8035495E-04  7.6186116E-04  5.7361496E-05  1.4808866E-08  2.6844034E-04  2.1715550E-05  0.000E+00  9.387E-07  1.236E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.17E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.443     1.09    3.4459    3.4906   -0.0456    0.2136    0.1513    0.3135    0.1592    0.0226    0.6648   -0.0414    0.0804   -0.2745         0   -0.0447
 14  5.616283362675138E+08    1.200000  0.524698  3.873676  8.1860755E-01  1.7979201E-01  2.3403712E-04  3.0314723E-06  6.7914601E-05  5.8811095E-04  2.3277382E-07  1.3237867E-06  1.9335992E-04  1.5608889E-05  0.000E+00  0.0337  3.873676    0.000  2.062559  7.240649  6.4047407E-01  3.5745451E-01  2.1234501E-06  5.8155942E-07  4.8140675E-04  7.5495901E-04  6.3562895E-05  1.6473415E-08  2.6847058E-04  2.1718344E-05  0.000E+00  9.190E-07  1.225E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.03E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.440     1.09    3.4383    3.4828   -0.0457    0.2136    0.1513    0.3136    0.1592    0.0226    0.6649   -0.0414    0.0804   -0.2746         0   -0.0445
 15  6.011935627520001E+08    1.200000  0.527781  3.873978  8.1864724E-01  1.7975291E-01  2.3361610E-04  3.0554702E-06  6.7846131E-05  5.8684918E-04  2.3237198E-07  1.3218159E-06  1.9282759E-04  1.5576652E-05  0.000E+00  0.0332  3.873978    0.000  2.067488  7.242233  6.3234585E-01  3.6558277E-01  2.1442905E-06  5.8731781E-07  4.8270001E-04  7.4766382E-04  6.9907809E-05  1.8176219E-08  2.6850364E-04  2.1721376E-05  0.000E+00  8.998E-07  1.211E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.92E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.438     1.09    3.4305    3.4749   -0.0453    0.2127    0.1507    0.3124    0.1585    0.0225    0.6623   -0.0412    0.0800   -0.2735         0   -0.0443
 16  6.360381425829023E+08    1.200000  0.530640  3.874252  8.1865784E-01  1.7974143E-01  2.3339584E-04  3.0824159E-06  6.7856929E-05  5.8631560E-04  2.3221051E-07  1.3209597E-06  1.9259524E-04  1.5563089E-05  0.000E+00  0.0315  3.874252    0.000  2.072044  7.243634  6.2507830E-01  3.7285054E-01  2.1692565E-06  5.9421759E-07  4.8420177E-04  7.4035762E-04  7.5942480E-05  1.9825731E-08  2.6852660E-04  2.1723485E-05  0.000E+00  8.833E-07  1.201E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.81E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.437     1.10    3.4234    3.4676   -0.0449    0.2118    0.1500    0.3113    0.1579    0.0224    0.6600   -0.0411    0.0796   -0.2726         0   -0.0442
 17  6.746133175424503E+08    1.200000  0.533731  3.874518  8.1866481E-01  1.7973354E-01  2.3319469E-04  3.1078198E-06  6.7873641E-05  5.8582983E-04  2.3206833E-07  1.3202021E-06  1.9237742E-04  1.5550816E-05  0.000E+00  0.0310  3.874518    0.000  2.077023  7.245214  6.1688950E-01  3.8103951E-01  2.1940095E-06  6.0105192E-07  4.8608619E-04  7.3204196E-04  8.2642910E-05  2.1641221E-08  2.6855883E-04  2.1726462E-05  0.000E+00  8.677E-07  1.191E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.70E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.434     1.10    3.4157    3.4596   -0.0446    0.2110    0.1494    0.3102    0.1573    0.0223    0.6577   -0.0409    0.0792   -0.2716         0   -0.0440
 18  7.130796629473621E+08    1.200000  0.536830  3.874775  8.1866588E-01  1.7973118E-01  2.3305028E-04  3.1331993E-06  6.7914094E-05  5.8556271E-04  2.3199626E-07  1.3197539E-06  1.9225342E-04  1.5544111E-05  0.000E+00  0.0305  3.874775    0.000  2.082117  7.246823  6.0864965E-01  3.8927947E-01  2.2189777E-06  6.0794269E-07  4.8833283E-04  7.2326542E-04  8.9417728E-05  2.3478777E-08  2.6859539E-04  2.1729798E-05  0.000E+00  8.526E-07  1.180E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.62E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.432     1.10    3.4079    3.4517   -0.0442    0.2101    0.1489    0.3092    0.1568    0.0222    0.6555   -0.0407    0.0788   -0.2707         0   -0.0438
 19  7.504646341997553E+08    1.200000  0.539840  3.874992  8.1866513E-01  1.7973051E-01  2.3293553E-04  3.1570970E-06  6.7963648E-05  5.8540197E-04  2.3195747E-07  1.3194513E-06  1.9217637E-04  1.5540101E-05  0.000E+00  0.0301  3.874992    0.000  2.087052  7.248385  6.0051969E-01  3.9740957E-01  2.2498940E-06  6.1647717E-07  4.9089104E-04  7.1416785E-04  9.6138658E-05  2.5327007E-08  2.6863069E-04  2.1733037E-05  0.000E+00  8.374E-07  1.172E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.53E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.430     1.10    3.4004    3.4440   -0.0439    0.2094    0.1484    0.3083    0.1563    0.0221    0.6535   -0.0406    0.0785   -0.2699         0   -0.0436
 20  7.839851330364350E+08    1.200000  0.542653  3.875208  8.1866286E-01  1.7973121E-01  2.3284245E-04  3.1805604E-06  6.8023290E-05  5.8533726E-04  2.3194729E-07  1.3192618E-06  1.9214506E-04  1.5538484E-05  0.000E+00  0.0286  3.875208    0.000  2.091771  7.249791  5.9309067E-01  4.0483889E-01  2.2819614E-06  6.2533099E-07  4.9387450E-04  7.0483772E-04  1.0252303E-04  2.7098530E-08  2.6865536E-04  2.1735309E-05  0.000E+00  8.255E-07  1.163E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.44E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.428     1.11    3.3934    3.4368   -0.0436    0.2087    0.1479    0.3074    0.1558    0.0220    0.6516   -0.0405    0.0782   -0.2691         0   -0.0434
 21  8.213222146346028E+08    1.200000  0.545702  3.875425  8.1866032E-01  1.7973216E-01  2.3275123E-04  3.2034385E-06  6.8084796E-05  5.8528060E-04  2.3194034E-07  1.3190808E-06  1.9211692E-04  1.5537074E-05  0.000E+00  0.0281  3.875425    0.000  2.096960  7.251394  5.8469465E-01  4.1323523E-01  2.3166660E-06  6.3490265E-07  4.9748002E-04  6.9426506E-04  1.0952301E-04  2.9029299E-08  2.6868879E-04  2.1738413E-05  0.000E+00  8.139E-07  1.154E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.37E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.426     1.11    3.3857    3.4290   -0.0433    0.2080    0.1473    0.3065    0.1553    0.0220    0.6497   -0.0403    0.0778   -0.2683         0   -0.0433
 22  8.538403013140204E+08    1.200000  0.548419  3.875617  8.1865747E-01  1.7973342E-01  2.3266620E-04  3.2257603E-06  6.8149681E-05  5.8525412E-04  2.3194225E-07  1.3189294E-06  1.9210426E-04  1.5536407E-05  0.000E+00  0.0278  3.875617    0.000  2.101530  7.252835  5.7729539E-01  4.2063495E-01  2.3519029E-06  6.4461940E-07  5.0138445E-04  6.8407057E-04  1.1569768E-04  3.0747377E-08  2.6871259E-04  2.1740623E-05  0.000E+00  8.025E-07  1.147E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.28E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.424     1.11    3.3790    3.4221   -0.0430    0.2074    0.1469    0.3057    0.1548    0.0219    0.6479   -0.0402    0.0775   -0.2676         0   -0.0431
 23  8.899975693194530E+08    1.200000  0.551413  3.875819  8.1865454E-01  1.7973484E-01  2.3258597E-04  3.2464469E-06  6.8212087E-05  5.8523069E-04  2.3194523E-07  1.3187863E-06  1.9209273E-04  1.5535819E-05  0.000E+00  0.0275  3.875819    0.000  2.106718  7.254428  5.6897181E-01  4.2895892E-01  2.3909303E-06  6.5537979E-07  5.0600538E-04  6.7268034E-04  1.2236188E-04  3.2597045E-08  2.6875223E-04  2.1744246E-05  0.000E+00  7.917E-07  1.140E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.22E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.422     1.12    3.3715    3.4144   -0.0427    0.2067    0.1464    0.3049    0.1543    0.0218    0.6461   -0.0401    0.0772   -0.2669         0   -0.0429
 24  9.223233022115206E+08    1.200000  0.554243  3.876026  8.1865154E-01  1.7973634E-01  2.3250792E-04  3.2666310E-06  6.8275731E-05  5.8521814E-04  2.3195148E-07  1.3186511E-06  1.9208727E-04  1.5535493E-05  0.000E+00  0.0260  3.876026    0.000  2.111615  7.255870  5.6139713E-01  4.3653427E-01  2.4370286E-06  6.6809369E-07  5.1120874E-04  6.6120199E-04  1.2832503E-04  3.4291107E-08  2.6877957E-04  2.1746755E-05  0.000E+00  7.831E-07  1.132E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.15E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.420     1.12    3.3644    3.4072   -0.0423    0.2060    0.1459    0.3040    0.1539    0.0217    0.6443   -0.0399    0.0769   -0.2661         0   -0.0428
 25  9.574355089266257E+08    1.200000  0.557259  3.876250  8.1864836E-01  1.7973804E-01  2.3243057E-04  3.2862897E-06  6.8339642E-05  5.8520695E-04  2.3195863E-07  1.3185162E-06  1.9208243E-04  1.5535203E-05  0.000E+00  0.0257  3.876250    0.000  2.116861  7.257460  5.5301167E-01  4.4492027E-01  2.4845894E-06  6.8120174E-07  5.1723151E-04  6.4846356E-04  1.3469275E-04  3.6077829E-08  2.6881690E-04  2.1750207E-05  0.000E+00  7.731E-07  1.125E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.09E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.418     1.12    3.3569    3.3995   -0.0420    0.2053    0.1454    0.3031    0.1533    0.0217    0.6422   -0.0398    0.0766   -0.2653         0   -0.0426
 26  9.886335368083953E+08    1.200000  0.560010  3.876451  8.1864544E-01  1.7973955E-01  2.3235803E-04  3.3044626E-06  6.8400322E-05  5.8519869E-04  2.3196632E-07  1.3183886E-06  1.9207935E-04  1.5534982E-05  0.000E+00  0.0254  3.876451    0.000  2.121591  7.258925  5.4546407E-01  4.5246864E-01  2.5340717E-06  6.9483535E-07  5.2379128E-04  6.3598635E-04  1.4006929E-04  3.7602467E-08  2.6884495E-04  2.1752787E-05  0.000E+00  7.641E-07  1.120E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.05E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.416     1.12    3.3500    3.3924   -0.0417    0.2046    0.1449    0.3022    0.1529    0.0216    0.6404   -0.0397    0.0763   -0.2646         0   -0.0424
 27  1.019907935810390E+09    1.200000  0.562780  3.876648  8.1864212E-01  1.7974145E-01  2.3228266E-04  3.3230756E-06  6.8464160E-05  5.8519137E-04  2.3197524E-07  1.3182552E-06  1.9207678E-04  1.5534784E-05  0.000E+00  0.0252  3.876648    0.000  2.126387  7.260409  5.3782859E-01  4.6010503E-01  2.5870283E-06  7.0942128E-07  5.3116226E-04  6.2293273E-04  1.4506476E-04  3.9022688E-08  2.6887259E-04  2.1755340E-05  0.000E+00  7.549E-07  1.113E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.98E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.414     1.13    3.3430    3.3853   -0.0413    0.2040    0.1445    0.3014    0.1524    0.0215    0.6386   -0.0395    0.0760   -0.2638         0   -0.0423
 28  1.054889714456329E+09    1.200000  0.565907  3.876858  8.1863907E-01  1.7974314E-01  2.3221156E-04  3.3403150E-06  6.8524527E-05  5.8518428E-04  2.3198401E-07  1.3181270E-06  1.9207436E-04  1.5534592E-05  0.000E+00  0.0239  3.876858    0.000  2.132048  7.262020  5.2913115E-01  4.6880346E-01  2.6526152E-06  7.2749514E-07  5.3993268E-04  6.0799333E-04  1.5042545E-04  4.0565127E-08  2.6891318E-04  2.1759087E-05  0.000E+00  7.479E-07  1.106E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.94E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.412     1.13    3.3352    3.3773   -0.0410    0.2033    0.1439    0.3005    0.1519    0.0214    0.6367   -0.0394    0.0756   -0.2630         0   -0.0421
 29  1.084985762946008E+09    1.200000  0.568620  3.877030  8.1863563E-01  1.7974526E-01  2.3214156E-04  3.3571165E-06  6.8584699E-05  5.8517846E-04  2.3199358E-07  1.3180006E-06  1.9207252E-04  1.5534432E-05  0.000E+00  0.0238  3.877030    0.000  2.136857  7.263489  5.2155428E-01  4.7638155E-01  2.7149054E-06  7.4464591E-07  5.4903045E-04  5.9398829E-04  1.5433207E-04  4.1693745E-08  2.6894267E-04  2.1761797E-05  0.000E+00  7.380E-07  1.100E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.89E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.410     1.13    3.3284    3.3704   -0.0407    0.2027    0.1435    0.2998    0.1515    0.0214    0.6351   -0.0393    0.0754   -0.2624         0   -0.0419
 30  1.114995533654442E+09    1.200000  0.571332  3.877218  8.1863286E-01  1.7974677E-01  2.3207548E-04  3.3726552E-06  6.8641128E-05  5.8517195E-04  2.3200250E-07  1.3178779E-06  1.9207051E-04  1.5534254E-05  0.000E+00  0.0236  3.877218    0.000  2.141702  7.264973  5.1393821E-01  4.8399887E-01  2.7819846E-06  7.6311411E-07  5.5898145E-04  5.7958185E-04  1.5762794E-04  4.2657320E-08  2.6897338E-04  2.1764617E-05  0.000E+00  7.315E-07  1.095E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.85E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.408     1.13    3.3217    3.3635   -0.0404    0.2021    0.1431    0.2990    0.1510    0.0213    0.6333   -0.0392    0.0751   -0.2617         0   -0.0418
 31  1.148848467495534E+09    1.200000  0.574376  3.877420  8.1862978E-01  1.7974858E-01  2.3201026E-04  3.3878503E-06  6.8697248E-05  5.8516597E-04  2.3201193E-07  1.3177564E-06  1.9206868E-04  1.5534090E-05  0.000E+00  0.0235  3.877420    0.000  2.147270  7.266629  5.0525608E-01  4.9268243E-01  2.8589000E-06  7.8428810E-07  5.7052724E-04  5.6332099E-04  1.6103425E-04  4.3654072E-08  2.6901933E-04  2.1768823E-05  0.000E+00  7.235E-07  1.090E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.81E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.405     1.14    3.3141    3.3557   -0.0400    0.2014    0.1426    0.2981    0.1505    0.0212    0.6315   -0.0391    0.0748   -0.2609         0   -0.0416
 32  1.177870076624926E+09    1.200000  0.577037  3.877588  8.1862686E-01  1.7975027E-01  2.3194551E-04  3.4027194E-06  6.8752988E-05  5.8515976E-04  2.3202155E-07  1.3176337E-06  1.9206681E-04  1.5533919E-05  0.000E+00  0.0231  3.877588    0.000  2.152110  7.268090  4.9774464E-01  5.0019544E-01  2.9359031E-06  8.0548989E-07  5.8203829E-04  5.4844731E-04  1.6292868E-04  4.4240397E-08  2.6905251E-04  2.1771858E-05  0.000E+00  7.172E-07  1.084E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  5.77E-01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.403     1.14    3.3074    3.3489   -0.0397    0.2009    0.1422    0.2974    0.1501    0.0212    0.6299   -0.0389    0.0745   -0.2603         0   -0.0415
