line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    1.400000  0.762850  3.930423  7.4708570E-01  2.5087260E-01  3.2616460E-04  3.9582050E-06  9.4108290E-05  8.1692500E-04  3.2365730E-07  1.8428200E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.0871  3.930423    0.000  2.000242  7.268386  7.4408172E-01  2.5385226E-01  2.2684728E-06  6.2192857E-07  4.7714808E-04  8.1238943E-04  5.3747047E-06  1.3934270E-09  2.6812710E-04  2.1686910E-05  0.000E+00  1.517E-04  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.17E+02  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.496     1.11    2.8429    2.9193   -0.0311    0.0603    0.0518    0.1130    0.0537    0.0065    0.2364   -0.0201    0.0000   -0.0982         0   -0.0765
  2  3.478679122931591E+07    1.400000  0.768645  3.932933  7.4707843E-01  2.5087267E-01  3.2616263E-04  3.9603247E-06  9.4108411E-05  8.1692500E-04  3.2365733E-07  1.8428190E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.0772  3.932933    0.000  2.002941  7.269645  7.3581213E-01  2.6212014E-01  2.2431840E-06  6.1797680E-07  4.7718742E-04  7.9836868E-04  2.0260946E-05  5.3934184E-09  2.6812710E-04  2.1686910E-05  0.000E+00  2.291E-05  1.591E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.76E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.500     1.10    2.8284    2.9093   -0.0334    0.0556    0.0490    0.1068    0.0504    0.0061    0.2227   -0.0198   -0.0027   -0.0928         0   -0.0809
  3  6.901263412334585E+07    1.400000  0.772103  3.932951  7.4705461E-01  2.5087653E-01  3.2602603E-04  4.0678564E-06  9.4154471E-05  8.1692500E-04  3.2366282E-07  1.8427175E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.0708  3.932951    0.000  2.007262  7.271154  7.2753482E-01  2.7039734E-01  2.2395070E-06  6.1553290E-07  4.7811678E-04  7.8384130E-04  3.4572633E-05  9.2203352E-09  2.6812710E-04  2.1686910E-05  0.000E+00  1.877E-05  1.575E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.44E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.497     1.11    2.8197    2.9006   -0.0335    0.0555    0.0489    0.1067    0.0503    0.0061    0.2225   -0.0198   -0.0027   -0.0927         0   -0.0809
  4  1.028373828135940E+08    1.400000  0.775411  3.932882  7.4701041E-01  2.5089333E-01  3.2509727E-04  4.5038014E-06  9.4776088E-05  8.1692493E-04  3.2374313E-07  1.8417136E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.0698  3.932882    0.000  2.011681  7.272773  7.1924818E-01  2.7868398E-01  2.2638786E-06  6.2226848E-07  4.7997547E-04  7.6873753E-04  4.8316417E-05  1.2923679E-08  2.6812710E-04  2.1686910E-05  0.000E+00  1.685E-05  1.524E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.30E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.493     1.11    2.8115    2.8921   -0.0335    0.0556    0.0490    0.1068    0.0504    0.0061    0.2228   -0.0198   -0.0027   -0.0927         0   -0.0806
  5  1.376357365725450E+08    1.400000  0.778828  3.932776  7.4694784E-01  2.5092520E-01  3.2321272E-04  5.0982287E-06  9.6345448E-05  8.1692469E-04  3.2405723E-07  1.8389263E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.0693  3.932776    0.000  2.016083  7.274428  7.1085058E-01  2.8708162E-01  2.2914232E-06  6.2988475E-07  4.8286215E-04  7.5328873E-04  6.1173199E-05  1.6396865E-08  2.6812710E-04  2.1686910E-05  0.000E+00  1.551E-05  1.466E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.20E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.489     1.11    2.8029    2.8833   -0.0335    0.0557    0.0490    0.1070    0.0505    0.0061    0.2232   -0.0198   -0.0026   -0.0929         0   -0.0803
  6  1.713740480292664E+08    1.400000  0.782248  3.932706  7.4687330E-01  2.5096965E-01  3.2081148E-04  5.7119067E-06  9.8498398E-05  8.1692414E-04  3.2470603E-07  1.8346386E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.0686  3.932706    0.000  2.020488  7.276076  7.0267576E-01  2.9525681E-01  2.3281449E-06  6.4001936E-07  4.8678966E-04  7.3763097E-04  7.2971867E-05  1.9604870E-08  2.6812710E-04  2.1686910E-05  0.000E+00  1.453E-05  1.411E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.14E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.486     1.12    2.7944    2.8745   -0.0335    0.0558    0.0491    0.1071    0.0506    0.0061    0.2235   -0.0198   -0.0026   -0.0930         0   -0.0801
  7  2.050137326444125E+08    1.400000  0.785697  3.932653  7.4678922E-01  2.5102469E-01  3.1819733E-04  6.3261457E-06  1.0089999E-04  8.1692327E-04  3.2570205E-07  1.8294949E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.0678  3.932653    0.000  2.024889  7.277748  6.9440583E-01  3.0352732E-01  2.3707367E-06  6.5177945E-07  4.9186973E-04  7.2121491E-04  8.4166516E-05  2.2659257E-08  2.6812710E-04  2.1686910E-05  0.000E+00  1.377E-05  1.361E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.08E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.482     1.12    2.7858    2.8656   -0.0336    0.0558    0.0491    0.1071    0.0506    0.0062    0.2236   -0.0198   -0.0026   -0.0930         0   -0.0799
  8  2.377568648875412E+08    1.400000  0.789019  3.932576  7.4670148E-01  2.5108553E-01  3.1564954E-04  6.9186519E-06  1.0324705E-04  8.1692220E-04  3.2692553E-07  1.8242999E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.0661  3.932576    0.000  2.029071  7.279347  6.8618208E-01  3.1175169E-01  2.3983801E-06  6.5823169E-07  4.9827036E-04  7.0405250E-04  9.4578899E-05  2.5397498E-08  2.6812710E-04  2.1686910E-05  0.000E+00  1.317E-05  1.317E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.04E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.478     1.13    2.7775    2.8571   -0.0336    0.0559    0.0491    0.1072    0.0507    0.0062    0.2239   -0.0198   -0.0025   -0.0931         0   -0.0796
  9  2.705335136006758E+08    1.400000  0.792504  3.932569  7.4660740E-01  2.5115404E-01  3.1301988E-04  7.5186239E-06  1.0568167E-04  8.1692093E-04  3.2842715E-07  1.8188585E-06  2.6812710E-04  2.1686910E-05  0.000E+00  0.0656  3.932569    0.000  2.033499  7.281030  6.7790431E-01  3.2003041E-01  2.4549122E-06  6.7378691E-07  5.0584536E-04  6.8651544E-04  1.0391059E-04  2.7962690E-08  2.6812710E-04  2.1686910E-05  0.000E+00  1.265E-05  1.277E-04  1.000E+00  1.000E+00  0.00E+00  0.00E+00  1.00E+01  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.475     1.13    2.7687    2.8483   -0.0337    0.0558    0.0491    0.1072    0.0507    0.0062    0.2239   -0.0198   -0.0025   -0.0931         0   -0.0795
