line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    1.700000  1.121701  4.014133  7.4708570E-01  2.5087260E-01  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.1559  4.014133    0.000  1.988559  7.328175  7.4397619E-01  2.5396281E-01  1.6869469E-06  4.4585611E-07  4.7946501E-04  7.9263707E-04  2.4607469E-05  7.2435503E-09  2.6812712E-04  2.1686906E-05  0.000E+00  2.685E-05  2.452E-05  9.921E-01  1.027E+00  4.94E+01  0.00E+00  2.26E+01  0.072000  0.000209  0.0000000E+00  2.9995951467E-04       4.557     1.14    1.9457    2.3308   -0.1311   -0.0490   -0.0033   -0.0352   -0.0140   -0.0021   -0.0468   -0.0181   -0.0693    0.0307         0   -0.3850
  2  2.418429603930411E+07    1.700000  1.125997  4.014391  7.4708570E-01  2.5087260E-01  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.1542  4.014391    0.000  1.991290  7.329632  7.3558519E-01  2.6235417E-01  1.7722644E-06  4.6848517E-07  4.9976961E-04  7.2390965E-04  7.2810375E-05  2.1424844E-08  2.6812712E-04  2.1686906E-05  0.000E+00  2.275E-05  2.686E-05  9.944E-01  1.018E+00  4.90E+01  0.00E+00  1.90E+01  0.062235  0.000211  0.0000000E+00  2.9995951467E-04       4.553     1.14    1.9350    2.3215   -0.1318   -0.0493   -0.0035   -0.0355   -0.0142   -0.0021   -0.0474   -0.0181   -0.0694    0.0310         0   -0.3865
  3  4.752304394993638E+07    1.700000  1.129999  4.014570  7.4708570E-01  2.5087260E-01  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.1534  4.014570    0.000  1.994164  7.331212  7.2735262E-01  2.7059089E-01  1.9145497E-06  5.0617034E-07  5.3626358E-04  6.5991823E-04  9.6228709E-05  2.8450922E-08  2.6812712E-04  2.1686906E-05  0.000E+00  2.162E-05  2.848E-05  9.949E-01  1.016E+00  4.89E+01  0.00E+00  1.80E+01  0.059477  0.000213  0.0000000E+00  2.9995951467E-04       4.550     1.15    1.9250    2.3125   -0.1322   -0.0494   -0.0036   -0.0358   -0.0143   -0.0021   -0.0478   -0.0181   -0.0696    0.0312         0   -0.3875
  4  7.037521777069242E+07    1.700000  1.134183  4.014722  7.4708570E-01  2.5087260E-01  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.1536  4.014722    0.000  1.996925  7.332798  7.1897888E-01  2.7897100E-01  2.0945831E-06  5.5385757E-07  5.8318066E-04  5.9793489E-04  1.0479414E-04  3.1107323E-08  2.6812712E-04  2.1686906E-05  0.000E+00  2.103E-05  2.923E-05  9.952E-01  1.015E+00  4.89E+01  0.00E+00  1.76E+01  0.058085  0.000215  0.0000000E+00  2.9995951467E-04       4.546     1.15    1.9145    2.3029   -0.1326   -0.0496   -0.0036   -0.0360   -0.0143   -0.0021   -0.0482   -0.0181   -0.0697    0.0314         0   -0.3883
  5  9.368321213083187E+07    1.700000  1.138108  4.014686  7.4708570E-01  2.5087260E-01  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.1535  4.014686    0.000  1.999418  7.334336  7.1047456E-01  2.8748320E-01  2.2918853E-06  6.0611686E-07  6.3511151E-04  5.3993924E-04  1.0300682E-04  3.0689747E-08  2.6812712E-04  2.1686906E-05  0.000E+00  2.056E-05  2.969E-05  9.953E-01  1.015E+00  4.88E+01  0.00E+00  1.72E+01  0.057218  0.000217  0.0000000E+00  2.9995951467E-04       4.542     1.16    1.9047    2.2930   -0.1325   -0.0496   -0.0036   -0.0360   -0.0143   -0.0021   -0.0481   -0.0181   -0.0697    0.0314         0   -0.3882
  6  1.146985435468306E+08    1.700000  1.142015  4.014709  7.4708570E-01  2.5087260E-01  3.2616464E-04  3.9582052E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.1527  4.014709    0.000  2.001766  7.335738  7.0253589E-01  2.9542956E-01  2.4825158E-06  6.5662917E-07  6.8424163E-04  4.8922903E-04  9.6892662E-05  2.8980122E-08  2.6812712E-04  2.1686906E-05  0.000E+00  2.025E-05  2.977E-05  9.954E-01  1.015E+00  4.87E+01  0.00E+00  1.70E+01  0.056665  0.000219  0.0000000E+00  2.9995951467E-04       4.539     1.16    1.8950    2.2834   -0.1326   -0.0496   -0.0037   -0.0360   -0.0144   -0.0021   -0.0482   -0.0181   -0.0697    0.0314         0   -0.3884
  7  1.365392147351958E+08    1.700000  1.145934  4.014639  7.4708570E-01  2.5087260E-01  3.2616464E-04  3.9582053E-06  9.4108290E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.1512  4.014639    0.000  2.004140  7.337192  6.9415594E-01  3.0381749E-01  2.6784309E-06  7.0855461E-07  7.3460574E-04  4.3983129E-04  8.7877046E-05  2.6383513E-08  2.6812712E-04  2.1686906E-05  0.000E+00  2.010E-05  2.999E-05  9.954E-01  1.014E+00  4.86E+01  0.00E+00  1.70E+01  0.056680  0.000221  0.0000000E+00  2.9995951467E-04       4.534     1.17    1.8852    2.2733   -0.1325   -0.0496   -0.0037   -0.0359   -0.0143   -0.0021   -0.0481   -0.0181   -0.0697    0.0314         0   -0.3881
  8  1.583772479343975E+08    1.700000  1.150335  4.014644  7.4708569E-01  2.5087260E-01  3.2616464E-04  3.9582069E-06  9.4108291E-05  8.1692502E-04  3.2365733E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.1517  4.014644    0.000  2.007133  7.338648  6.8566394E-01  3.1231725E-01  2.8671938E-06  7.5860561E-07  7.8253286E-04  3.9412170E-04  7.7914912E-05  2.3482179E-08  2.6812712E-04  2.1686906E-05  0.000E+00  1.993E-05  2.996E-05  9.954E-01  1.014E+00  4.85E+01  0.00E+00  1.69E+01  0.056680  0.000224  0.0000000E+00  2.9995951467E-04       4.530     1.17    1.8742    2.2624   -0.1326   -0.0496   -0.0037   -0.0360   -0.0143   -0.0021   -0.0481   -0.0181   -0.0697    0.0314         0   -0.3883
  9  1.789901838692297E+08    1.700000  1.154237  4.014616  7.4708565E-01  2.5087260E-01  3.2616462E-04  3.9582185E-06  9.4108305E-05  8.1692502E-04  3.2365737E-07  1.8428201E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.1515  4.014616    0.000  2.009672  7.340145  6.7749160E-01  3.2049639E-01  3.0397372E-06  8.0438344E-07  8.2532721E-04  3.5384862E-04  6.8437719E-05  2.0710574E-08  2.6812712E-04  2.1686906E-05  0.000E+00  1.983E-05  2.999E-05  9.954E-01  1.014E+00  4.83E+01  0.00E+00  1.69E+01  0.056791  0.000226  0.0000000E+00  2.9995951467E-04       4.526     1.18    1.8644    2.2526   -0.1326   -0.0496   -0.0037   -0.0359   -0.0143   -0.0021   -0.0481   -0.0181   -0.0697    0.0314         0   -0.3882
 10  1.988585585175223E+08    1.700000  1.157904  4.014498  7.4708561E-01  2.5087261E-01  3.2616452E-04  3.9582620E-06  9.4108374E-05  8.1692502E-04  3.2365763E-07  1.8428199E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.1516  4.014498    0.000  2.011851  7.341524  6.6945487E-01  3.2853945E-01  3.1953449E-06  8.4567772E-07  8.6401674E-04  3.1757684E-04  5.9723345E-05  1.8136203E-08  2.6812712E-04  2.1686906E-05  0.000E+00  1.971E-05  2.988E-05  9.954E-01  1.015E+00  4.82E+01  0.00E+00  1.69E+01  0.056905  0.000227  0.0000000E+00  2.9995951467E-04       4.522     1.18    1.8552    2.2429   -0.1323   -0.0495   -0.0037   -0.0358   -0.0143   -0.0021   -0.0479   -0.0181   -0.0696    0.0313         0   -0.3876
 11  2.195893665773535E+08    1.700000  1.162017  4.014435  7.4708552E-01  2.5087261E-01  3.2616417E-04  3.9583933E-06  9.4108635E-05  8.1692502E-04  3.2365881E-07  1.8428194E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.1507  4.014435    0.000  2.014525  7.343057  6.6091492E-01  3.3708544E-01  3.3523190E-06  8.8736964E-07  9.0125927E-04  2.8264710E-04  5.1337625E-05  1.5659695E-08  2.6812712E-04  2.1686906E-05  0.000E+00  1.961E-05  2.988E-05  9.953E-01  1.015E+00  4.80E+01  0.00E+00  1.69E+01  0.057048  0.000230  0.0000000E+00  2.9995951467E-04       4.517     1.19    1.8450    2.2324   -0.1322   -0.0494   -0.0037   -0.0358   -0.0143   -0.0021   -0.0478   -0.0181   -0.0696    0.0312         0   -0.3874
 12  2.393453488681640E+08    1.700000  1.165851  4.014311  7.4708537E-01  2.5087263E-01  3.2616317E-04  3.9587309E-06  9.4109451E-05  8.1692501E-04  3.2366310E-07  1.8428176E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.1499  4.014311    0.000  2.016917  7.344508  6.5274793E-01  3.4525754E-01  3.4868371E-06  9.2312542E-07  9.3298446E-04  2.5279352E-04  4.4297457E-05  1.3565743E-08  2.6812712E-04  2.1686906E-05  0.000E+00  1.949E-05  2.978E-05  9.953E-01  1.015E+00  4.79E+01  0.00E+00  1.69E+01  0.057235  0.000232  0.0000000E+00  2.9995951467E-04       4.513     1.20    1.8354    2.2222   -0.1320   -0.0493   -0.0036   -0.0356   -0.0142   -0.0021   -0.0476   -0.0181   -0.0695    0.0311         0   -0.3868
 13  2.588557937513166E+08    1.700000  1.169809  4.014246  7.4708518E-01  2.5087266E-01  3.2616124E-04  3.9593166E-06  9.4111091E-05  8.1692500E-04  3.2367286E-07  1.8428139E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.1498  4.014246    0.000  2.019638  7.346044  6.4445006E-01  3.5356029E-01  3.6154088E-06  9.5731766E-07  9.6212078E-04  2.2524380E-04  3.7963415E-05  1.1678056E-08  2.6812712E-04  2.1686906E-05  0.000E+00  1.944E-05  2.979E-05  9.953E-01  1.015E+00  4.78E+01  0.00E+00  1.69E+01  0.057442  0.000234  0.0000000E+00  2.9995951467E-04       4.509     1.20    1.8255    2.2121   -0.1319   -0.0493   -0.0036   -0.0356   -0.0142   -0.0021   -0.0475   -0.0181   -0.0695    0.0311         0   -0.3866
 14  2.779793337163756E+08    1.700000  1.173631  4.014110  7.4708484E-01  2.5087274E-01  3.2615690E-04  3.9605071E-06  9.4114906E-05  8.1692498E-04  3.2369836E-07  1.8428052E-06  2.6812712E-04  2.1686906E-05  0.000E+00  0.1492  4.014110    0.000  2.022014  7.347501  6.3632456E-01  3.6168975E-01  3.7270087E-06  9.8702189E-07  9.8709693E-04  2.0155150E-04  3.2612241E-05  1.0072303E-08  2.6812712E-04  2.1686906E-05  0.000E+00  1.929E-05  2.963E-05  9.952E-01  1.015E+00  4.77E+01  0.00E+00  1.70E+01  0.057636  0.000236  0.0000000E+00  2.9995951467E-04       4.505     1.21    1.8159    2.2019   -0.1316   -0.0492   -0.0036   -0.0354   -0.0141   -0.0021   -0.0472   -0.0181   -0.0694    0.0309         0   -0.3860
