line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
 10  3.470125910537528E+08    1.300000  0.659979  3.905197  7.4704685E-01  2.5088851E-01  3.2590064E-04  4.1171619E-06  9.4247928E-05  8.1692500E-04  3.2366953E-07  1.8425951E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0591  3.905197    0.000  2.044293  7.260404  6.7156454E-01  3.2636757E-01  1.8034881E-06  4.8729527E-07  4.8671903E-04  7.3840872E-04  7.3179398E-05  1.9560892E-08  2.6812711E-04  2.1686908E-05  0.000E+00  1.194E-06  1.413E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  9.28E-01  0.000000  0.000049  0.0000000E+00  0.0000000000E+00       4.466     1.10    3.1001    3.1451   -0.0181    0.1189    0.0888    0.1931    0.0948    0.0131    0.4076   -0.0261    0.0339   -0.1683         0   -0.0451
 11  3.831424199256141E+08    1.300000  0.663362  3.905493  7.4703850E-01  2.5089404E-01  3.2578864E-04  4.1662274E-06  9.4326509E-05  8.1692500E-04  3.2367711E-07  1.8424781E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0588  3.905493    0.000  2.048985  7.262102  6.6348624E-01  3.3444627E-01  1.8259875E-06  4.9337360E-07  4.8971977E-04  7.2736001E-04  8.1232926E-05  2.1768386E-08  2.6812711E-04  2.1686908E-05  0.000E+00  1.159E-06  1.384E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  9.04E-01  0.000000  0.000049  0.0000000E+00  0.0000000000E+00       4.464     1.11    3.0916    3.1368   -0.0181    0.1182    0.0883    0.1921    0.0942    0.0131    0.4052   -0.0260    0.0335   -0.1674         0   -0.0452
 12  4.169827242652098E+08    1.300000  0.666576  3.905768  7.4702995E-01  2.5089998E-01  3.2566441E-04  4.2153651E-06  9.4419285E-05  8.1692499E-04  3.2368698E-07  1.8423374E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0579  3.905768    0.000  2.053452  7.263721  6.5582335E-01  3.4210965E-01  1.8498026E-06  4.9980374E-07  4.9308799E-04  7.1642546E-04  8.8716739E-05  2.3831194E-08  2.6812711E-04  2.1686908E-05  0.000E+00  1.129E-06  1.358E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  8.84E-01  0.000000  0.000050  0.0000000E+00  0.0000000000E+00       4.461     1.11    3.0836    3.1288   -0.0181    0.1175    0.0877    0.1911    0.0937    0.0131    0.4030   -0.0259    0.0331   -0.1666         0   -0.0453
 13  4.524050025361630E+08    1.300000  0.670008  3.906062  7.4702083E-01  2.5090658E-01  3.2552587E-04  4.2659110E-06  9.4527258E-05  8.1692498E-04  3.2369955E-07  1.8421700E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0565  3.906062    0.000  2.058275  7.265417  6.4769450E-01  3.5023915E-01  1.8794965E-06  5.0782537E-07  4.9741969E-04  7.0412288E-04  9.6473590E-05  2.5987395E-08  2.6812711E-04  2.1686908E-05  0.000E+00  1.101E-06  1.332E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  8.65E-01  0.000000  0.000050  0.0000000E+00  0.0000000000E+00       4.459     1.11    3.0750    3.1203   -0.0182    0.1168    0.0872    0.1901    0.0932    0.0130    0.4007   -0.0258    0.0327   -0.1657         0   -0.0454
 14  4.862450636452152E+08    1.300000  0.673367  3.906353  7.4701154E-01  2.5091350E-01  3.2538013E-04  4.3152412E-06  9.4644946E-05  8.1692496E-04  3.2371462E-07  1.8419828E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0552  3.906353    0.000  2.063102  7.267064  6.3978799E-01  3.5814636E-01  1.9099234E-06  5.1602807E-07  5.0225152E-04  6.9168088E-04  1.0377011E-04  2.8020072E-08  2.6812711E-04  2.1686908E-05  0.000E+00  1.076E-06  1.309E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  8.48E-01  0.000000  0.000051  0.0000000E+00  0.0000000000E+00       4.457     1.12    3.0666    3.1120   -0.0182    0.1161    0.0866    0.1891    0.0926    0.0130    0.3984   -0.0257    0.0323   -0.1648         0   -0.0454
 15  5.199986758116316E+08    1.300000  0.676691  3.906638  7.4700217E-01  2.5092067E-01  3.2523014E-04  4.3628007E-06  9.4769475E-05  8.1692495E-04  3.2373214E-07  1.8417794E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0549  3.906638    0.000  2.067791  7.268763  6.3178002E-01  3.6615514E-01  1.9430335E-06  5.2495458E-07  5.0798360E-04  6.7843550E-04  1.1082233E-04  2.9987083E-08  2.6812711E-04  2.1686908E-05  0.000E+00  1.051E-06  1.287E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  8.32E-01  0.000000  0.000051  0.0000000E+00  0.0000000000E+00       4.455     1.12    3.0583    3.1038   -0.0183    0.1153    0.0861    0.1880    0.0921    0.0129    0.3961   -0.0256    0.0319   -0.1639         0   -0.0455
 16  5.541140150225036E+08    1.300000  0.680144  3.906936  7.4699237E-01  2.5092831E-01  3.2507315E-04  4.4100796E-06  9.4902489E-05  8.1692494E-04  3.2375240E-07  1.8415571E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0537  3.906936    0.000  2.072700  7.270485  6.2357098E-01  3.7436517E-01  1.9829623E-06  5.3572477E-07  5.1488185E-04  6.6412163E-04  1.1758174E-04  3.1894337E-08  2.6812711E-04  2.1686908E-05  0.000E+00  1.030E-06  1.267E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  8.18E-01  0.000000  0.000052  0.0000000E+00  0.0000000000E+00       4.453     1.12    3.0496    3.0953   -0.0183    0.1144    0.0855    0.1869    0.0915    0.0128    0.3936   -0.0255    0.0314   -0.1629         0   -0.0456
 17  5.855518860407740E+08    1.300000  0.683313  3.907199  7.4698312E-01  2.5093563E-01  3.2492559E-04  4.4526035E-06  9.5029552E-05  8.1692492E-04  3.2377320E-07  1.8413403E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0529  3.907199    0.000  2.077221  7.272113  6.1589049E-01  3.8204672E-01  2.0210627E-06  5.4599217E-07  5.2182275E-04  6.5050523E-04  1.2355168E-04  3.3574763E-08  2.6812711E-04  2.1686908E-05  0.000E+00  1.011E-06  1.250E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  8.05E-01  0.000000  0.000052  0.0000000E+00  0.0000000000E+00       4.450     1.12    3.0417    3.0874   -0.0184    0.1137    0.0850    0.1859    0.0910    0.0128    0.3915   -0.0254    0.0310   -0.1621         0   -0.0457
 18  6.184356891328840E+08    1.300000  0.686667  3.907469  7.4697346E-01  2.5094338E-01  3.2477168E-04  4.4950023E-06  9.5164168E-05  8.1692490E-04  3.2379700E-07  1.8411056E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0527  3.907469    0.000  2.082017  7.273847  6.0776025E-01  3.9017819E-01  2.0652004E-06  5.5787597E-07  5.3036069E-04  6.3534125E-04  1.2921607E-04  3.5178007E-08  2.6812711E-04  2.1686908E-05  0.000E+00  9.929E-07  1.231E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.92E-01  0.000000  0.000052  0.0000000E+00  0.0000000000E+00       4.448     1.13    3.0333    3.0792   -0.0184    0.1129    0.0845    0.1849    0.0905    0.0127    0.3893   -0.0253    0.0306   -0.1612         0   -0.0458
 19  6.506120776890328E+08    1.300000  0.689938  3.907710  7.4696387E-01  2.5095117E-01  3.2461957E-04  4.5352197E-06  9.5299014E-05  8.1692488E-04  3.2382270E-07  1.8408656E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0521  3.907710    0.000  2.086776  7.275561  5.9970028E-01  3.9823959E-01  2.1142704E-06  5.7108261E-07  5.3993341E-04  6.1969360E-04  1.3412928E-04  3.6584608E-08  2.6812711E-04  2.1686908E-05  0.000E+00  9.758E-07  1.215E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.82E-01  0.000000  0.000052  0.0000000E+00  0.0000000000E+00       4.446     1.13    3.0252    3.0710   -0.0185    0.1122    0.0841    0.1840    0.0900    0.0126    0.3873   -0.0253    0.0302   -0.1604         0   -0.0459
 20  6.814377376855767E+08    1.300000  0.693131  3.907947  7.4695419E-01  2.5095913E-01  3.2446773E-04  4.5740212E-06  9.5435050E-05  8.1692486E-04  3.2385040E-07  1.8406190E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0510  3.907947    0.000  2.091518  7.277199  5.9184750E-01  4.0609391E-01  2.1671692E-06  5.8535201E-07  5.4995395E-04  6.0410550E-04  1.3842875E-04  3.7827741E-08  2.6812711E-04  2.1686908E-05  0.000E+00  9.584E-07  1.200E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.71E-01  0.000000  0.000053  0.0000000E+00  0.0000000000E+00       4.444     1.13    3.0172    3.0631   -0.0186    0.1116    0.0836    0.1831    0.0895    0.0126    0.3854   -0.0252    0.0298   -0.1596         0   -0.0460
 21  7.135173913942212E+08    1.300000  0.696445  3.908181  7.4694472E-01  2.5096697E-01  3.2432158E-04  4.6103752E-06  9.5567059E-05  8.1692483E-04  3.2387881E-07  1.8403762E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0506  3.908181    0.000  2.096409  7.278957  5.8357402E-01  4.1436919E-01  2.2260568E-06  6.0119833E-07  5.6182861E-04  5.8702756E-04  1.4204932E-04  3.8882031E-08  2.6812711E-04  2.1686908E-05  0.000E+00  9.436E-07  1.184E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.61E-01  0.000000  0.000053  0.0000000E+00  0.0000000000E+00       4.441     1.14    3.0089    3.0549   -0.0186    0.1109    0.0832    0.1823    0.0891    0.0125    0.3835   -0.0251    0.0295   -0.1588         0   -0.0460
 22  7.438944533748626E+08    1.300000  0.699699  3.908421  7.4693518E-01  2.5097494E-01  3.2417647E-04  4.6454719E-06  9.5699178E-05  8.1692481E-04  3.2390894E-07  1.8401296E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0496  3.908421    0.000  2.101378  7.280620  5.7559562E-01  4.2234969E-01  2.2889516E-06  6.1812604E-07  5.7436020E-04  5.7003228E-04  1.4477748E-04  3.9697132E-08  2.6812711E-04  2.1686908E-05  0.000E+00  9.287E-07  1.172E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.51E-01  0.000000  0.000054  0.0000000E+00  0.0000000000E+00       4.439     1.14    3.0008    3.0469   -0.0187    0.1102    0.0827    0.1814    0.0886    0.0125    0.3815   -0.0250    0.0291   -0.1580         0   -0.0461
 23  7.737807016202770E+08    1.300000  0.702833  3.908624  7.4692581E-01  2.5098283E-01  3.2403539E-04  4.6786160E-06  9.5828694E-05  8.1692478E-04  3.2394037E-07  1.8398839E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0494  3.908624    0.000  2.106100  7.282311  5.6764297E-01  4.3030443E-01  2.3545247E-06  6.3578141E-07  5.8780510E-04  5.5272486E-04  1.4672367E-04  4.0284945E-08  2.6812711E-04  2.1686908E-05  0.000E+00  9.162E-07  1.159E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.43E-01  0.000000  0.000054  0.0000000E+00  0.0000000000E+00       4.437     1.14    2.9929    3.0391   -0.0188    0.1096    0.0823    0.1806    0.0882    0.0124    0.3799   -0.0249    0.0288   -0.1574         0   -0.0462
 24  8.036666089355202E+08    1.300000  0.706063  3.908843  7.4691639E-01  2.5099080E-01  3.2389599E-04  4.7106012E-06  9.5957466E-05  8.1692475E-04  3.2397332E-07  1.8396364E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0483  3.908843    0.000  2.111032  7.284002  5.5956581E-01  4.3838398E-01  2.4288461E-06  6.5582641E-07  6.0240231E-04  5.3475891E-04  1.4795495E-04  4.0692273E-08  2.6812711E-04  2.1686908E-05  0.000E+00  9.036E-07  1.146E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.35E-01  0.000000  0.000055  0.0000000E+00  0.0000000000E+00       4.434     1.14    2.9848    3.0311   -0.0189    0.1090    0.0819    0.1798    0.0878    0.0124    0.3781   -0.0249    0.0284   -0.1566         0   -0.0463
 25  8.316180532420124E+08    1.300000  0.709085  3.909031  7.4690721E-01  2.5099861E-01  3.2376278E-04  4.7406174E-06  9.6081123E-05  8.1692472E-04  3.2400635E-07  1.8393964E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0476  3.909031    0.000  2.115631  7.285627  5.5188959E-01  4.4606252E-01  2.5025098E-06  6.7568657E-07  6.1703212E-04  5.1739468E-04  1.4850864E-04  4.0900295E-08  2.6812711E-04  2.1686908E-05  0.000E+00  8.910E-07  1.134E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.27E-01  0.000000  0.000055  0.0000000E+00  0.0000000000E+00       4.432     1.15    2.9773    3.0236   -0.0189    0.1084    0.0815    0.1790    0.0874    0.0123    0.3765   -0.0248    0.0281   -0.1560         0   -0.0463
 26  8.607005059390507E+08    1.300000  0.712255  3.909227  7.4689826E-01  2.5100628E-01  3.2363434E-04  4.7688750E-06  9.6201083E-05  8.1692470E-04  3.2404021E-07  1.8391604E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0472  3.909227    0.000  2.120464  7.287351  5.4377828E-01  4.5417656E-01  2.5852394E-06  6.9797782E-07  6.3374476E-04  4.9857365E-04  1.4806529E-04  4.0830239E-08  2.6812711E-04  2.1686908E-05  0.000E+00  8.809E-07  1.124E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.21E-01  0.000000  0.000056  0.0000000E+00  0.0000000000E+00       4.430     1.15    2.9694    3.0157   -0.0190    0.1079    0.0812    0.1783    0.0871    0.0123    0.3749   -0.0247    0.0278   -0.1553         0   -0.0464
 27  8.885294235055472E+08    1.300000  0.715306  3.909408  7.4688907E-01  2.5101419E-01  3.2350498E-04  4.7968854E-06  9.6322380E-05  8.1692467E-04  3.2407582E-07  1.8389196E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0471  3.909408    0.000  2.125164  7.289024  5.3593008E-01  4.6202747E-01  2.6681473E-06  7.2034921E-07  6.5034738E-04  4.8033148E-04  1.4714019E-04  4.0621587E-08  2.6812711E-04  2.1686908E-05  0.000E+00  8.691E-07  1.113E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.15E-01  0.000000  0.000056  0.0000000E+00  0.0000000000E+00       4.427     1.15    2.9617    3.0082   -0.0191    0.1074    0.0808    0.1776    0.0867    0.0122    0.3734   -0.0247    0.0276   -0.1547         0   -0.0464
 28  9.174633857642044E+08    1.300000  0.718535  3.909596  7.4687981E-01  2.5102220E-01  3.2337596E-04  4.8241024E-06  9.6444126E-05  8.1692464E-04  3.2411380E-07  1.8386745E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0460  3.909596    0.000  2.130228  7.290764  5.2765109E-01  4.7030949E-01  2.7640187E-06  7.4623866E-07  6.6891129E-04  4.6077070E-04  1.4521179E-04  4.0152606E-08  2.6812711E-04  2.1686908E-05  0.000E+00  8.590E-07  1.101E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.08E-01  0.000000  0.000056  0.0000000E+00  0.0000000000E+00       4.425     1.16    2.9537    3.0001   -0.0191    0.1068    0.0804    0.1769    0.0863    0.0122    0.3719   -0.0246    0.0273   -0.1541         0   -0.0465
 29  9.445838865879960E+08    1.300000  0.721558  3.909764  7.4687082E-01  2.5102999E-01  3.2325320E-04  4.8496431E-06  9.6560345E-05  8.1692460E-04  3.2415143E-07  1.8384386E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0458  3.909764    0.000  2.134973  7.292446  5.1976017E-01  4.7820351E-01  2.8569259E-06  7.7133741E-07  6.8712755E-04  4.4202485E-04  1.4284498E-04  3.9545823E-08  2.6812711E-04  2.1686908E-05  0.000E+00  8.473E-07  1.092E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  7.02E-01  0.000000  0.000057  0.0000000E+00  0.0000000000E+00       4.422     1.16    2.9461    2.9926   -0.0192    0.1063    0.0801    0.1762    0.0860    0.0121    0.3705   -0.0246    0.0270   -0.1535         0   -0.0465
 30  9.716183935497311E+08    1.300000  0.724587  3.909912  7.4686205E-01  2.5103764E-01  3.2313498E-04  4.8737428E-06  9.6672810E-05  8.1692457E-04  3.2418973E-07  1.8382078E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0456  3.909912    0.000  2.139774  7.294150  5.1179900E-01  4.8616783E-01  2.9542669E-06  7.9764931E-07  7.0602989E-04  4.2310866E-04  1.3981838E-04  3.8755401E-08  2.6812711E-04  2.1686908E-05  0.000E+00  8.395E-07  1.083E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.96E-01  0.000000  0.000057  0.0000000E+00  0.0000000000E+00       4.420     1.16    2.9385    2.9851   -0.0193    0.1059    0.0798    0.1756    0.0857    0.0121    0.3692   -0.0245    0.0267   -0.1530         0   -0.0465
 31  9.986524338415729E+08    1.300000  0.727639  3.910063  7.4685329E-01  2.5104531E-01  3.2301863E-04  4.8970864E-06  9.6783879E-05  8.1692454E-04  3.2422914E-07  1.8379779E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0454  3.910063    0.000  2.144631  7.295877  5.0376533E-01  4.9420472E-01  3.0546044E-06  8.2478330E-07  7.2545961E-04  4.0412488E-04  1.3621805E-04  3.7801997E-08  2.6812711E-04  2.1686908E-05  0.000E+00  8.305E-07  1.073E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.91E-01  0.000000  0.000057  0.0000000E+00  0.0000000000E+00       4.418     1.17    2.9309    2.9775   -0.0194    0.1054    0.0795    0.1750    0.0854    0.0120    0.3679   -0.0245    0.0265   -0.1525         0   -0.0466
 32  1.025064205751400E+09    1.300000  0.730649  3.910200  7.4684452E-01  2.5105299E-01  3.2290418E-04  4.9197070E-06  9.6893510E-05  8.1692450E-04  3.2426963E-07  1.8377490E-06  2.6812711E-04  2.1686908E-05  0.000E+00  0.0451  3.910200    0.000  2.149483  7.297587  4.9579901E-01  5.0217433E-01  3.1587996E-06  8.5298669E-07  7.4515042E-04  3.8537611E-04  1.3204422E-04  3.6690873E-08  2.6812711E-04  2.1686908E-05  0.000E+00  8.212E-07  1.064E-05  1.000E+00  1.000E+00  0.00E+00  0.00E+00  6.86E-01  0.000000  0.000058  0.0000000E+00  0.0000000000E+00       4.415     1.17    2.9234    2.9700   -0.0194    0.1050    0.0792    0.1745    0.0851    0.0120    0.3668   -0.0244    0.0263   -0.1520         0   -0.0466
