,Obs time,Flux,Flux error
0,59822.91550269676,718.649,3.712477
1,59822.91607491898,568.307,3.5998354999999997
2,59822.919972407406,566.139,3.622898
3,59822.92026133102,573.453,3.6077835
4,59822.92055792824,561.1935000000001,3.6028095
5,59822.9208528125,561.3435000000001,3.6096315
6,59822.92114226852,562.428,3.596031
7,59822.921433668984,561.2405,3.6008865
8,59822.92173055556,563.2585,3.5973995000000003
9,59822.92202733796,569.0215000000001,3.609095
10,59822.92232344907,571.6095,3.6200415
11,59822.92261216435,566.613,3.6163835
12,59822.92290071759,568.864,3.6086665000000004
13,59822.92319530093,576.8520000000001,3.598935
14,59822.92349224537,579.888,3.5987265
15,59822.923787858796,563.549,3.5965555
16,59822.924085439816,569.7455,3.6039575
17,59822.924381770834,570.9245,3.5959719999999997
18,59822.92467201389,573.859,3.595478
19,59822.92496818287,565.402,3.6200305
20,59822.92525579861,576.114,3.6295285
21,59822.92554204861,576.432,3.6279195
22,59822.92582855324,569.4064999999999,3.6344185
23,59822.92611486111,572.0375,3.6382185
24,59822.92640118056,566.097,3.6336485000000005
25,59822.92668708333,575.1725,3.6133960000000003
26,59822.92697344907,572.0944999999999,3.6224925
27,59822.92726011574,571.3095000000001,3.6303945
28,59822.92754657407,565.303,3.626267
29,59822.92783325232,579.0215000000001,3.6139755
30,59822.928119351855,563.5595000000001,3.6175725
31,59822.92840601852,570.775,3.618127
32,59822.92869494213,575.4475,3.6150195
33,59822.928990162036,573.637,3.6147765
34,59822.929285983795,573.2235,3.611737
35,59822.929582766206,569.412,3.606744
36,59822.92987925926,574.0835,3.619104
37,59822.930175775466,563.808,3.7176180000000003
38,59822.930473148146,571.946,3.6359725
39,59822.930770625,542.484,3.6102705
40,59822.93106791667,568.597,3.603707
41,59822.93135688658,580.9515,3.6222585
42,59822.93164650463,582.7565,3.6228380000000002
43,59822.93194105324,585.4825,3.6108334999999996
44,59822.9322353125,578.876,3.6117179999999998
45,59822.93253116898,571.5555,3.605404
46,59822.93282380787,579.929,3.6033605
47,59822.933119560184,563.546,3.6016179999999998
48,59822.933414467596,577.2675,3.6020980000000002
49,59822.93370997685,573.0465,3.5997630000000003
50,59822.9340078125,578.1020000000001,3.6043255000000003
51,59822.934304270835,583.813,3.6020890000000003
52,59822.934600092594,578.9275,3.606312
53,59822.93489633102,575.8875,3.615481
54,59822.935192592595,571.947,3.6017
55,59822.9354893287,570.9125,3.5946334999999996
56,59822.93578599537,571.8875,3.6119174999999997
57,59822.936077569444,562.603,3.6140005000000004
58,59822.93637188657,583.6915,3.6153845
59,59822.93666638889,575.1515,3.594522
60,59822.93696103009,574.362,3.608403
61,59822.937255046294,567.716,3.6030675000000003
62,59822.93754820602,569.097,3.6115839999999997
63,59822.93784326389,569.793,3.6137639999999998
64,59822.93813824074,572.6285,3.615413
65,59822.93843283565,568.6899999999999,3.6006295
66,59822.93872829861,576.1695,3.5892195
67,59822.9390227662,569.163,3.6199225
68,59822.93931736111,572.796,3.6043365
69,59822.93961177083,569.733,3.6114565
70,59822.939907002314,564.7395,3.61715
71,59822.94020099537,565.42,3.6107275000000003
72,59822.94049487269,575.051,3.6019150000000004
73,59822.94078931713,566.142,3.6171844999999996
74,59822.941083460646,566.2955,3.611775
75,59822.94137768519,571.431,3.616026
76,59822.94167251157,579.0435,3.6015214999999996
77,59822.9419678125,577.8729999999999,3.6179965000000003
78,59822.94226255787,571.931,3.6194575
79,59822.942557916664,571.8725000000001,3.601083
80,59822.942851875,576.0395000000001,3.606996
81,59822.943145717596,571.266,3.6023755
82,59822.94344106482,570.2365,3.6183045
83,59822.94373288195,560.059,3.6170720000000003
84,59822.94402771991,570.647,3.6018529999999997
85,59822.94432210648,571.3275,3.610269
86,59822.94461711805,559.9590000000001,3.6180394999999996
87,59822.94491133102,581.8444999999999,3.615298
88,59822.945206006945,568.182,3.597053
89,59822.94550134259,571.775,3.619862
90,59822.94579506944,570.675,3.609984
91,59822.94609025463,572.129,3.6031485000000005
92,59822.946384375,568.05,3.6238230000000002
93,59822.94667434028,578.6225000000001,3.6072355000000003
94,59822.94696912037,567.2995,3.609156
95,59822.94726388889,568.389,3.6179885
96,59822.94755819444,575.6324999999999,3.6138260000000004
97,59822.94785365741,568.0905,3.6194975
98,59822.94814699074,572.306,3.621812
99,59822.94844040509,562.0775,3.6106585000000004
100,59822.94873539352,565.4415,3.6171805
101,59822.94902936342,574.8885,3.613299
102,59822.94932314815,571.4939999999999,3.6179
103,59822.94961667824,579.478,3.6100225000000004
104,59822.94991099537,565.068,3.6342309999999998
105,59822.9502055787,568.8405,3.6083714999999996
106,59822.95049991898,568.6665,3.6122104999999998
107,59822.95079519676,572.143,3.6185720000000003
108,59822.951089675924,573.3525,3.6070465
109,59822.951384803244,565.6949999999999,3.6038474999999996
