,Obs time,Flux,Flux error
0,59822.91550269676,483.5359,3.7087005
1,59822.91607491898,381.806,3.5970880000000003
2,59822.919972407406,371.95844999999997,3.619205
3,59822.92026133102,383.308,3.5977125
4,59822.92055792824,386.71315,3.609231
5,59822.9208528125,388.25475,3.6059575
6,59822.92114226852,385.98685,3.5914504999999997
7,59822.921433668984,377.69485,3.6018035
8,59822.92173055556,389.02395,3.601985
9,59822.92202733796,383.3681,3.6045095000000003
10,59822.92232344907,383.1521,3.6136045
11,59822.92261216435,383.25075000000004,3.6136209999999997
12,59822.92290071759,379.04075,3.616005
13,59822.92319530093,382.44755,3.6007689999999997
14,59822.92349224537,386.6149,3.6106965000000004
15,59822.923787858796,387.18415,3.5965555
16,59822.924085439816,384.80725,3.6085520000000004
17,59822.924381770834,382.37579999999997,3.6005535
18,59822.92467201389,387.35245,3.6037194999999995
19,59822.92496818287,390.00795,3.6200305
20,59822.92525579861,382.2996,3.6258360000000005
21,59822.92554204861,391.47305,3.6260725000000003
22,59822.92582855324,382.677,3.6334925
23,59822.92611486111,381.17089999999996,3.6363675
24,59822.92640118056,380.25194999999997,3.6382660000000002
25,59822.92668708333,380.51464999999996,3.6115540000000004
26,59822.92697344907,383.8778,3.6206449999999997
27,59822.92726011574,387.59125,3.6303945
28,59822.92754657407,385.57185,3.6225685
29,59822.92783325232,379.818,3.6158155
30,59822.928119351855,382.65275,3.616651
31,59822.92840601852,389.26125,3.6126075
32,59822.92869494213,389.3985,3.6159405
33,59822.928990162036,377.6475,3.6184555000000005
34,59822.929285983795,381.4001,3.604392
35,59822.929582766206,383.8476,3.6012305
36,59822.92987925926,385.04065,3.6246275
37,59822.930175775466,382.41835000000003,3.7138315
38,59822.930473148146,371.39135,3.635047
39,59822.930770625,361.0475,3.6111905
40,59822.93106791667,384.95185000000004,3.6073860000000004
41,59822.93135688658,384.30805,3.6241045
42,59822.93164650463,381.55865,3.6228380000000002
43,59822.93194105324,381.293,3.617279
44,59822.9322353125,386.6846,3.6126385
45,59822.93253116898,376.29955,3.604486
46,59822.93282380787,385.9312,3.5987780000000003
47,59822.933119560184,380.52734999999996,3.5961155
48,59822.933414467596,383.6299,3.608518
49,59822.93370997685,380.9736,3.6015985
50,59822.9340078125,384.4619,3.6034075000000003
51,59822.934304270835,381.65590000000003,3.6039214999999998
52,59822.934600092594,383.56045,3.6053939999999995
53,59822.93489633102,386.83545,3.612726
54,59822.935192592595,379.09035,3.591651
55,59822.9354893287,382.9604,3.5992154999999997
56,59822.93578599537,375.24940000000004,3.6100769999999995
57,59822.936077569444,375.96950000000004,3.611242
58,59822.93637188657,383.31460000000004,3.6126215000000004
59,59822.93666638889,380.2712,3.6009385000000003
60,59822.93696103009,377.25495,3.6166735
61,59822.937255046294,382.05695000000003,3.6076574999999997
62,59822.93754820602,382.46795000000003,3.610664
63,59822.93784326389,380.3063,3.6137639999999998
64,59822.93813824074,382.7588,3.615413
65,59822.93843283565,374.08835,3.6006295
66,59822.93872829861,388.57415000000003,3.5892195
67,59822.9390227662,381.67955,3.6088915
68,59822.93931736111,369.77660000000003,3.606172
69,59822.93961177083,384.42449999999997,3.6077730000000003
70,59822.939907002314,376.4643,3.6143965000000002
71,59822.94020099537,384.88925,3.6153375
72,59822.94049487269,386.8181,3.6074125
73,59822.94078931713,385.06260000000003,3.6190275
74,59822.941083460646,381.83865000000003,3.620968
75,59822.94137768519,373.28159999999997,3.621559
76,59822.94167251157,384.46680000000003,3.6107305
77,59822.9419678125,388.1556,3.616162
78,59822.94226255787,380.33815,3.6157755000000003
79,59822.942557916664,377.84735,3.607501
80,59822.942851875,382.16774999999996,3.6079144999999997
81,59822.943145717596,395.61995,3.5977939999999995
82,59822.94344106482,385.40515,3.611867
83,59822.94373288195,388.3864,3.6170720000000003
